1st,2nd,3rd
0257,1828,7696
3442,2566,9485
9503,2163,9995
3088,0794,8117
8476,7717,9079
8414,8575,8339
1797,5728,2657
0108,1060,6382
2590,5892,8692
9010,1009,0282
8390,8489,4821
2178,7610,7604
2383,4244,6206
4524,4816,2973
2285,0526,2205
3981,5248,4531
8067,1426,8127
9482,9178,6633
7504,6525,7664
3049,1603,5104
4729,9478,0741
3592,9251,8602
5816,1440,3014
5220,0995,9689
1680,7067,2688
4253,9246,5241
6766,9080,2896
8122,6518,5124
8139,8779,1938
2569,1426,6244
3069,5841,2058
4253,8605,7257
4653,0938,3340
7877,8003,4332
2043,5906,3366
8386,8547,4416
3751,5245,2627
8943,8733,1148
7653,7480,6574
3894,9007,0660
9248,7230,4611
8854,6657,0904
8800,3349,3655
8112,5133,4160
3288,3919,1284
9725,4861,4048
8835,4742,8047
7612,5719,0656
6116,2834,9580
4659,5012,7991
0155,5464,1878
2562,4914,0695
7040,1615,6483
0048,9208,5336
2717,0520,1405
9020,3696,2545
2551,0632,2585
1461,9114,0219
3802,8421,3764
9128,7599,9397
5889,2410,6121
9708,3311,3898
0306,8596,3185
6514,2340,8875
0144,5841,4989
1976,6991,0823
5657,1789,4160
8945,7642,3162
5319,4201,2971
1233,2786,2634
3363,0276,0102
6031,1180,6832
1395,3177,3430
9940,9634,8828
4412,4968,9391
4218,6956,8413
0731,7408,1544
4370,3295,9093
9350,5944,2759
7123,6292,1024
2958,4037,0240
6097,7451,6383
6729,0017,5669
0242,7676,8325
9037,3607,5653
0188,1781,7838
4153,3976,2739
1947,8150,5467
6722,3810,9194
2805,7402,7993
2307,1572,5799
7829,3782,8639
6789,9339,3507
1620,1147,7186
7720,5513,5055
3411,9120,8515
4232,5977,6861
0802,7985,1639
0563,0103,0373
0577,5634,8440
7509,6680,4639
7842,6139,5841
7998,0757,3707
6227,0449,2524
1145,1258,8750
7455,0673,8569
8185,7288,1366
3471,9436,3839
0545,0320,6057
5136,7783,1360
8476,2565,1325
0500,7458,6613
7014,6254,9869
6509,9091,8866
9815,4874,4339
1464,1073,0193
3428,3604,8959
9136,7684,4926
4653,7243,2772
2573,6322,7511
0430,6334,4373
9152,3360,4627
5213,7493,9909
9810,6578,6083
6213,1496,7966
0218,5017,8836
3182,8609,9286
9460,2723,0987
2090,4245,9696
6560,4233,9913
3479,9492,4225
8054,8804,7725
4522,6050,2589
8532,9927,4366
8061,2757,9427
2683,5142,9966
0319,4426,1500
0892,5588,8067
0300,7678,4876
4868,0588,6502
1126,4612,2408
6527,3970,4716
6629,5294,3152
3276,3100,5040
7481,7454,6793
2699,3537,8116
9510,8037,8141
8262,8869,6731
0503,9859,1977
1653,7528,2643
6213,2308,8123
2922,0173,1914
4815,6290,5110
9748,9451,8391
0900,0671,7144
3628,2393,7550
2397,4198,4033
8119,1710,9251
0906,1491,3614
5868,6961,3723
3709,0035,6960
6366,0944,4488
1832,7957,6498
3588,0966,8873
3839,0290,9609
8550,4609,2032
0480,9648,3396
7528,8240,3640
4158,4987,8812
5395,4105,6868
4794,1882,8160
7136,3697,6535
6977,2198,2389
4995,9199,4080
7564,0855,7608
8764,7648,1591
9429,2535,0732
2649,4604,0243
8769,9388,3256
5548,7902,9865
9253,5195,0102
8806,4453,1328
6595,0043,7300
2749,3051,8716
0792,8217,9331
9579,3343,2378
0967,4652,1007
1268,4929,2904
3165,0816,2400
8132,1500,7331
5259,5732,1857
4219,8460,1400
3483,1217,1651
3288,9811,2934
6771,0806,6970
2028,8054,5758
2364,6203,7121
7584,8899,0460
0112,1118,9111
6516,1098,0531
3225,9306,3738
1325,5907,6926
5542,8490,4387
0240,4546,2278
3631,6632,6433
0375,1607,2791
4861,7381,8773
4593,2708,1706
4987,0475,1664
0415,3926,4359
8708,3414,7041
6638,5437,2263
9985,2791,6422
1734,5393,8528
9690,4532,5445
2610,5206,3397
1982,8821,5560
3583,1619,2229
3621,5170,9560
5653,2421,3977
1166,0081,5026
9972,5514,5161
1426,5963,8159
8697,5918,0207
9487,1616,3887
3709,2492,0684
3250,0841,0487
1641,5110,7667
8435,9868,3918
1848,4800,0305
2707,4124,9941
9220,0062,9306
7946,9002,2962
8897,5729,1218
1371,5948,6924
4376,4949,2116
0055,3534,4446
2924,6473,8696
9220,3463,3834
0345,4688,4499
8515,0592,2040
6614,4462,0290
5908,3358,3348
0299,9598,4438
7091,0307,8491
2713,1693,3095
2106,0162,4101
8118,7597,9601
1795,9901,1599
8305,5079,2409
5534,2999,0347
0649,1238,4059
7213,0336,9256
2105,4701,1486
6327,6464,5164
5061,9560,0775
4614,8039,3838
4876,7131,1666
2521,2017,9609
0385,1322,1677
5677,9268,8133
3681,0133,0900
4793,3772,6937
3056,7452,4926
8814,8913,6554
4778,8794,6179
4872,4751,5828
1992,0421,1183
9590,4910,0436
7043,7765,2097
6225,8191,5981
1227,8271,4538
3815,6460,9279
1494,3755,3353
1771,5127,4961
4590,1280,5411
5408,6625,5355
6979,6752,3502
5355,4743,7647
9117,4089,7533
2980,2410,9380
3943,4605,1577
1859,0427,8063
9212,1311,9288
3461,7879,5013
3639,1324,0618
7845,9864,4598
1831,8540,7740
7655,8662,7324
7812,6026,9708
0219,8366,0403
3001,4923,8263
6226,7331,6487
2403,8729,4716
3267,7790,9477
3909,1528,0716
9047,5439,1653
7952,6290,2400
0413,0403,4518
3907,4278,3337
8706,7419,7863
7916,1465,8157
8291,8968,1989
5689,2795,8899
4824,4811,7174
7061,5862,5281
7125,4469,3852
9999,5375,5464
8588,6860,5709
0394,2309,9371
5312,7149,8971
9826,4850,2379
2983,7802,0771
0344,2179,8826
7208,5200,3256
3415,4837,3613
6216,7133,4490
8741,3184,3810
3668,3956,2139
4644,9460,2568
4217,9060,5530
0737,3822,1694
3162,1734,5644
6037,6345,6551
7711,4099,7132
2464,2763,3573
0115,1302,9513
0005,8804,2842
4147,6795,2582
2905,6942,2537
1005,2208,6186
9280,3167,7800
5319,4173,7304
2935,5463,0923
9677,8291,5882
2095,8406,3722
8025,1857,9800
6244,0943,2109
1449,0982,6671
4684,9872,3198
1042,6780,1447
5793,9302,6209
4955,8995,5389
5252,2314,4079
9263,7283,5689
1672,8652,5843
4799,3767,6495
2217,8338,7662
7927,1244,0408
4782,8878,1034
4712,8527,9785
0501,9898,6783
8715,6756,9220
1770,5269,6205
0139,8673,8356
0315,9164,7255
1637,2267,1313
3458,6173,7167
4532,5456,7054
5813,8915,5307
0697,3110,0628
1790,7698,2816
6774,7210,9118
4554,3508,3313
8694,4805,4242
1837,7824,5093
6906,2962,3829
8761,0042,3373
7025,7883,8309
8835,8937,5707
9413,9380,1438
1080,3972,9588
3769,9166,5718
4635,8821,2293
4050,8555,7685
5186,4874,3768
1353,9155,0410
8916,3834,5956
8089,6502,1553
1465,6041,2640
7949,5432,6427
6086,1268,3338
8669,7976,8779
3440,7488,3216
6186,4373,8008
2248,4560,8072
2128,6741,5661
2376,4649,6866
1837,5873,9156
1785,9297,3636
7748,9841,7998
9476,3881,2615
5960,7944,4934
9180,8731,7370
6426,4178,0507
6908,7472,8608
2395,8063,1706
4125,9932,0334
3231,7645,1076
8120,3930,8422
1675,1473,8677
3188,2923,1363
5713,6149,4953
5820,8163,1984
7644,6635,7413
9444,9355,8252
0440,8179,1381
1463,6951,5908
9409,8980,4056
0870,7384,6872
8298,3586,8209
0593,0227,9109
8034,4027,6657
4835,7118,1136
8464,0000,6400
1028,5058,0086
6552,2215,7874
4845,3537,9134
8317,4581,7868
9002,6510,6653
9348,0764,1157
0232,1235,8830
8862,2970,0629
7197,2806,8422
0898,8560,5374
4649,1979,5042
3339,6805,7160
9549,5087,2437
3735,0218,5459
4484,8092,7978
6154,9832,4298
2989,1922,2925
2167,8061,2058
5677,7291,2196
3421,4709,9786
6325,5933,2256
0495,5378,4306
6584,8809,7610
2880,8247,5582
8779,6575,5639
4133,1121,6320
4602,2125,7337
3041,2346,7859
8571,8081,7715
8062,7836,5887
2077,8919,9818
9689,6842,5768
4199,0352,5707
3619,2473,2714
4033,7656,0910
9923,2516,9531
7899,6757,9709
4997,4463,4358
5747,8089,9720
0940,3954,8139
2340,7729,4891
4595,4131,8783
5647,3740,7335
0597,6099,4645
6084,5992,8382
7358,7166,8494
9240,1620,5862
3584,9318,1593
2380,1173,6028
8575,6963,8367
0758,8394,2360
3002,3534,3950
6923,2021,2306
9927,7196,4285
6939,3762,9005
9841,1491,7714
7930,7298,0821
6472,4066,0654
3406,8675,7057
2904,2056,3642
8355,7492,0403
5341,5606,7399
7481,6913,3598
6652,1703,7617
8729,5181,6769
6167,6379,4945
9384,1507,0934
7500,9868,7324
4915,2129,1406
8039,5791,7806
1222,4811,4674
0196,0985,1709
7873,1123,9925
0142,3877,4397
9653,6757,0965
0640,1832,7054
0165,8366,9338
9634,1292,8949
1723,4351,4575
1409,4305,4843
2983,9127,8244
1485,8327,8518
7550,0069,1625
8096,6063,7981
7735,1157,5423
9049,0563,1794
8880,2084,8733
6555,0174,3801
5211,1992,2589
1878,4906,2031
9751,3862,6307
5396,2130,0839
5681,0424,4653
7319,7510,6337
0942,1917,2920
2951,8149,2581
8410,6185,0304
1377,0566,2105
8549,1063,1125
0543,6569,8705
1945,0298,0253
7616,6317,5292
8347,8116,5595
1440,6861,0668
4268,6930,4026
1355,2067,1859
6786,1156,4821
7388,0374,8112
6644,2417,4172
4383,8107,9273
8374,3168,0470
9873,6259,8362
2919,7002,5393
7436,4012,3197
1000,3775,6464
1893,3114,5337
3617,5039,4693
6940,2478,3113
0499,8064,9383
3174,8968,7689
6742,4735,1289
4613,4318,8606
6885,8864,2213
8575,8425,1570
6761,9845,3302
8727,4440,2637
1066,7353,0226
2172,8233,8182
8860,1935,0803
1669,9642,6035
9487,3821,3938
1081,3867,5163
7725,6314,4498
8488,5386,3818
2995,4481,7180
2695,8478,0684
4473,7526,9446
9344,1675,3225
3198,4088,0053
3736,3149,5306
4956,8867,4194
3849,6504,6245
6836,1094,1196
5787,7795,6277
4594,4667,2793
1899,4671,6617
9490,3682,0733
3128,8736,9783
2364,5572,5452
8027,2861,0687
7796,4400,4781
5670,5771,9757
8351,5360,4587
9101,8392,5698
2646,3837,3780
2496,9406,6470
3761,1438,0884
4948,5099,8444
1312,3687,0620
6376,5893,4058
1047,4760,3311
9396,3452,3853
3833,9770,7547
9454,7771,8926
1465,2512,9271
8067,2735,6505
7321,8058,4032
6341,5322,0353
8280,2400,7686
4821,4270,3824
8088,1657,8701
1131,4794,9262
4125,8989,4879
4555,4942,9811
3801,1627,2500
8939,5698,9556
4459,1755,2784
9547,2527,5512
0858,3522,6610
1934,1872,6771
5825,6856,0577
3982,7036,6802
4805,1911,7946
6500,4245,4542
4380,6761,6231
4407,2072,1721
9425,7547,3419
2673,7284,1898
0802,1429,2548
0744,7943,2664
0964,9685,0543
4282,7522,9075
8922,7353,4326
2808,1570,8322
8265,8070,6950
7880,6681,0613
0443,0950,9488
8067,1192,3387
6739,3317,9386
6062,0251,0802
5292,5326,5530
8842,9508,2968
4991,9345,4090
4195,0603,6273
7947,4237,7344
8352,2482,1991
2262,2102,9320
1868,0149,2201
2376,2682,3841
6340,1863,8887
7481,6205,4047
7348,0045,3388
5344,0799,8601
0923,4933,6372
5659,1317,9141
1299,2891,7828
0881,0879,1396
3170,8222,6276
5363,2790,8984
6756,8952,3904
6145,7232,6519
3925,6769,7277
4229,4768,9307
6024,4887,3848
0495,7699,9786
9536,8112,8271
1356,8960,7310
0541,4055,2811
0212,1028,5490
6959,6524,1579
4422,4196,1463
9663,7674,1276
1904,6323,9325
9931,1209,0034
4174,8748,7171
5463,6450,2237
3817,2448,3085
7214,6937,7992
8756,4137,3444
9898,6061,0160
9996,0543,1110
5362,5275,6194
9807,4348,7525
7262,1928,5296
3637,9606,5294
6268,9559,8216
4436,8800,9577
3410,6679,3366
9395,9382,5423
3594,7450,8076
4222,0829,2834
0351,5170,1636
5116,5514,9056
2489,7008,7973
8947,7437,2316
1993,2796,7927
7262,7732,3883
2333,6774,4844
3149,7396,2952
6237,4333,3369
7618,1284,3400
0470,1111,9976
0654,2324,9624
4653,2510,6525
2192,6163,6312
3816,4991,5937
3320,8249,0525
3778,5777,6063
7986,6769,6384
1174,5917,0515
2159,6940,5096
5361,7843,2178
9188,5238,7562
6791,5519,4880
9255,6359,2818
5667,2627,4816
0778,7440,5092
3355,9607,8387
4340,3453,5238
7328,9419,7594
3504,8867,4408
9287,1491,3772
9384,9017,7450
3491,4331,4882
5832,2342,6434
3230,8763,9349
3531,9201,9998
9413,4492,3844
2517,5054,5264
9175,0991,5206
9071,7435,6896
3384,6439,0019
4699,6631,8387
8587,5589,5077
4058,0432,7595
1270,5935,8759
9512,7933,4917
7574,1541,8073
0990,8686,9134
7803,0084,2923
4853,6958,1955
5722,8423,5696
3377,4533,8288
3626,7591,3175
0763,6185,6192
2922,5209,9607
5621,3612,8612
5291,8698,1776
0253,4784,9727
9529,0895,2489
9670,4590,3707
9145,7250,6072
3442,1148,5973
2868,5722,1649
6677,1459,7650
9430,2695,7768
9256,3524,5274
3382,9244,7369
1034,9060,3457
5330,0011,8600
9406,6495,1772
5643,4231,7848
1449,2111,8127
1076,8270,7411
9805,1722,9597
2490,6986,9847
8603,0937,6029
1924,4005,3140
9489,8149,6409
1455,1730,3885
6184,6310,9541
8680,8832,0282
2484,7606,8239
5864,4841,5578
9241,3185,1533
5356,9690,8696
4166,9237,5082
8160,2849,7435
5468,5420,0022
8781,1127,4632
6684,7983,8068
8550,6487,1947
0788,1232,5871
7981,1855,9218
9364,0512,5641
8198,5699,5597
3253,5418,0111
2205,1424,4690
2796,0873,6722
7576,3197,9031
9780,3076,5743
8196,9143,1891
2339,8431,6470
9015,9777,0260
0505,5561,8551
5055,0156,5501
5672,3498,2522
2334,4483,2861
3329,9996,6015
3770,3283,4332
6900,7544,2206
2751,1644,6332
9762,3875,3027
3101,5515,3416
1707,2137,4552
1683,6491,2767
1756,2044,0600
7735,4810,6248
4142,6912,1621
2400,1260,0507
0853,7628,4726
7148,2681,8759
1830,4086,0647
7895,4938,9501
5772,4906,8039
7548,0126,4701
5649,0823,3921
7101,2878,8266
5330,6641,9937
7574,9389,9880
1953,9177,3129
3288,4485,5180
3032,8462,9830
3018,1278,0112
0614,9938,8735
6885,4442,2442
5125,8140,0554
0959,4618,8406
6811,0956,1377
5149,6978,7702
3325,0316,4596
8683,7003,8870
4285,0504,4335
5496,4081,4482
4673,0840,9600
2968,8309,7573
6177,7616,0558
5817,4209,8134
9522,6562,4390
7354,3751,9337
3431,0087,2651
6386,8430,6891
8401,0808,8405
7236,8868,3134
9358,3349,8304
2537,4010,7804
7305,2651,7361
4292,8731,6987
1839,9301,3405
4713,5687,4719
9965,7810,6811
3908,8159,3898
4846,7810,1494
3490,1866,9713
1927,6578,1454
0896,5097,5150
8957,5022,2339
4317,0351,0387
0637,7733,1752
9665,6287,0680
8282,7099,8893
4209,7001,3973
5462,5378,5222
4803,8570,2885
2736,1900,2264
8255,0127,3784
2751,3763,3118
8628,0199,6363
9613,9525,5224
1530,0845,0292
0569,0677,6305
8370,2773,5227
5008,7545,6310
8849,2131,4988
6526,9939,8361
4273,4077,1934
2986,1475,4811
4798,5495,3685
3693,6610,2649
0914,5134,9951
1333,5090,3575
7542,1444,0111
6032,9165,6785
4252,7466,7950
8598,4728,3735
8961,2966,4293
2632,0154,1244
1035,4995,1749
3544,7074,5703
5536,1541,7533
3985,2225,7352
3578,1512,7447
0266,6910,1876
1992,5043,8130
1659,5083,2099
2575,3521,8335
9954,2757,3735
7699,5818,4857
0337,8590,4797
9608,4747,0864
3892,9078,7014
7288,1742,3820
6219,1687,0517
8012,7600,1376
5789,5385,8243
8750,8066,8311
4564,9767,6609
2576,2887,5580
3157,4463,0280
6809,6099,0194
5375,6875,1877
5058,3753,1837
0686,7532,4210
0650,5805,8974
6502,4912,3917
2679,2621,8085
9136,5268,6966
9883,5048,6832
0411,9718,7288
1044,4050,1940
7888,3109,2265
1927,8776,9177
0031,7813,8825
0832,4293,7052
9527,7273,8890
5838,3636,4860
7176,3983,6614
0668,4089,2140
6525,1128,3001
7969,7314,5877
0859,8690,3577
7987,4821,8664
4647,4412,7711
8891,0876,8927
6099,7255,9557
5769,9259,0592
7308,5165,4640
3606,5758,0724
3670,4884,8785
7478,5455,9692
2773,9149,0129
3294,1630,6446
1120,1190,2885
3902,8895,6188
8005,4306,8221
5522,8199,1433
2025,3516,3479
8116,5322,5385
3019,5012,2630
7735,1555,8409
8600,9140,1438
1370,0940,4909
2138,3728,0273
5729,8042,9935
7252,1424,2358
0084,1264,2131
0107,3008,3264
4846,5354,1582
1563,2855,1840
0975,6978,5569
0885,5428,9979
2575,0974,3122
0215,7377,7818
9324,4618,6779
0750,5277,6445
9676,5417,7030
6203,3562,5080
5184,0658,8806
7222,9778,3489
6452,5195,3495
6791,0209,2037
4698,9779,4314
4410,4474,4709
0444,5023,4535
1633,3114,7672
3088,8986,1289
4478,1623,1025
4062,9623,7389
2262,8022,3063
5256,8447,5072
0300,5667,4046
6850,3698,4178
5780,8932,0137
9119,1688,2916
6727,2815,0717
0682,9850,9502
4915,1622,9498
2276,8244,9744
2810,3921,2109
1125,9673,7778
7449,5517,4088
1675,5900,1559
9981,2855,9882
8431,2032,3414
8575,5675,5753
6462,3579,8087
6176,8024,4291
4258,9295,5153
0340,2508,8466
6398,6760,7767
2135,9537,1411
9144,7756,9740
0449,8901,9432
1815,9380,9272
5991,6138,7556
8182,5684,3416
1059,0784,6197
4573,3161,6631
8038,9081,9987
1067,3147,7746
0261,9565,3469
1845,6547,0633
0689,2817,9177
7948,8973,4816
8835,4048,3857
5287,0050,6700
2250,3040,3069
9592,3808,2081
8338,2254,1708
6976,6925,2246
9296,8407,4876
0515,3841,6561
1069,6247,1880
3748,2415,9824
9914,0557,6841
7207,6040,3725
0013,9074,8123
5998,7765,7629
2230,2101,6465
6326,1117,8315
5235,8483,1191
6004,3117,9531
7369,3414,3657
5514,6564,1951
4404,8516,4431
0102,2858,4965
9125,6631,5773
8359,0639,1871
1480,1747,2832
9760,0875,6008
7427,0131,1587
7951,2908,1879
0211,5741,8557
2063,0322,8320
6552,5617,9083
0752,4065,4221
8839,7741,7488
2378,3489,7834
9520,5058,0732
8941,3559,6525
3644,2032,6278
9685,1022,0966
6162,2487,4521
7920,2020,7744
7614,7172,0411
4417,7038,4070
4612,5996,9426
3133,1635,0556
0424,8048,6108
2968,9740,0891
4498,7399,7993
6946,8884,0583
6834,6444,2930
5724,2324,2123
5742,4956,5284
2027,2110,2712
3894,1562,1566
2148,4565,9312
7385,5393,4021
4432,4995,8032
0445,4159,2395
5175,3516,2335
1853,3771,8963
8894,7136,0055
6570,1953,2278
4256,0815,5067
3166,5132,5279
5264,2620,3450
4539,2332,7286
2937,5266,3852
1827,9419,4194
6742,5283,5221
7506,9297,1805
2224,9293,2542
9622,2544,3694
9554,7501,1339
8059,4060,6427
3983,1076,7310
9597,6117,5847
3287,8204,8214
7427,2874,4829
2288,8037,9409
7409,7490,0691
0719,5850,9737
5810,7613,6561
6395,2474,8124
7440,4644,8339
9207,3688,6200
2888,3615,9796
8612,8304,5031
4560,4935,6265
1531,9228,3922
4818,7183,5768
7948,9544,4295
6280,7482,4860
2792,5385,1961
9812,3788,1973
1134,4068,5893
6595,9902,5638
0368,7212,8136
8986,9535,6399
5279,9196,2591
4192,7624,2646
4332,7636,1681
1431,5386,7910
3387,0889,8766
0955,9990,2915
2977,9103,7135
3671,0184,6099
8656,0275,8102
2026,9049,7305
1427,7011,9979
4844,6367,8151
6267,1782,5248
1551,6128,7985
6850,2168,5533
5965,9357,7637
3554,8708,1987
4150,7022,6520
3929,7711,5715
9411,3367,9162
2736,6138,2933
9599,8109,3833
5585,3477,6510
9801,5324,8235
6063,9405,6594
9004,6697,8264
4106,9962,4953
4050,6953,8240
2093,5370,2640
1933,1881,7747
8381,8050,7395
2692,2761,4865
1383,0627,7906
7864,9402,1519
5220,0581,4810
3471,5137,7778
2880,1976,1319
4964,3232,6274
9667,5380,3541
7558,3882,9144
5960,9020,2590
1869,9148,9780
4888,4337,1479
0806,0154,5474
2020,9115,8114
3240,2621,3400
2633,2252,8471
7233,2382,7651
9126,7562,8975
0143,4813,1691
8513,6930,4626
1066,8980,3440
3388,9060,3805
4798,1964,0234
8728,2943,6064
1889,3207,5224
4934,7654,2276
1607,9440,9527
1275,3345,5342
2104,5921,9956
1683,9905,5072
1558,1960,4918
5041,5359,3388
1690,0973,8361
3014,3778,5437
2475,1409,3144
2775,3787,5890
2283,2583,5813
4153,5321,4598
9093,8588,0305
9949,6613,6370
1442,9173,8202
7471,5155,1951
0478,2429,2671
7024,0835,6713
0971,9267,6635
2165,4063,3645
9267,7158,0316
4947,7899,8597
0013,1796,3107
8869,3946,0239
3073,9658,7178
7838,5927,0822
4056,0582,7926
7834,8375,0565
4503,7725,4337
4742,6329,3217
6474,6294,3053
0184,7347,8873
6306,8403,8436
9460,1754,4771
2499,9688,6567
6512,8828,7942
9832,6963,9432
5521,4013,8209
7152,8090,7966
7014,9475,9294
0311,4463,5377
2828,8149,7415
8990,6421,4633
4306,7849,2993
7266,8317,1988
0926,7115,1167
0059,8438,3329
6191,5093,3450
3372,7235,4333
8260,7091,5352
3236,5190,2806
4803,0933,9855
0344,6254,0492
3299,7050,4591
7884,7690,8917
8079,7550,8575
7962,6667,2113
7304,6532,3321
2848,8866,0076
6165,2009,1636
3837,9095,6449
5728,3093,9135
6130,2347,6157
2577,3259,4932
0758,6734,8184
0842,9301,3449
2671,8127,8776
6623,6802,0310
5483,8302,4840
5089,1440,0668
1843,7795,0619
0295,8425,0084
9340,9108,2900
4024,9659,7685
5595,4859,0418
9356,1983,4428
2925,3738,4025
1746,2154,8972
6392,4118,5853
0163,8683,5386
1689,9399,7982
7340,7373,5691
1404,9892,4241
6758,4643,1080
4479,6767,5745
1068,6790,4181
6816,3839,0322
8756,8315,6683
4043,3351,0269
6372,5376,6333
7620,5814,7365
1531,3357,9409
7160,6280,1903
3719,5049,1660
2848,9297,0170
8249,4782,1847
9267,8204,7443
5835,6637,0239
9117,2275,2604
7832,9346,1448
2742,9660,1792
8336,6001,1444
3963,5293,7268
0588,1709,2317
6386,7730,3619
3747,6780,4225
5569,7872,5067
5558,9336,2756
0803,3761,1654
3060,6458,5020
0570,3843,1609
2206,6960,5669
9422,4207,1591
6467,9859,5336
5833,5620,2787
7990,5093,1843
9485,2236,0441
5731,8176,7678
1833,4986,5914
2372,6963,1169
9322,7640,5423
7590,4158,7858
6610,7552,3031
0887,7494,4910
4110,5492,9051
2375,5116,9221
9559,0780,6292
7896,5283,6552
2929,6751,6593
8315,1049,7784
1438,6286,5692
1749,3893,9365
9659,3566,5582
9967,8031,8481
2473,3581,6842
4267,9164,6691
7117,5354,2015
0759,7494,4046
2392,6664,3723
1644,0822,9171
0014,7177,7026
1221,3271,7555
0063,7982,5747
4368,6709,8467
6686,1267,0297
5511,5272,8250
5424,5818,4803
2328,9920,1645
6404,8231,6297
2562,2016,2483
5515,9818,3246
9704,3625,1236
8393,2879,4156
9619,0309,1327
7750,6212,7542
3785,1595,7160
2160,0099,4073
5060,5706,3289
5186,3061,9904
4284,3539,8535
4074,7379,6360
8871,8256,8434
0699,2928,3465
0292,5735,2802
4586,4765,3795
3455,2032,7914
1919,9172,0168
9880,4166,7441
5411,3346,7122
6671,5183,0302
1017,0378,0863
7313,4571,1656
6191,4675,7645
3716,4723,0007
8933,8314,0666
4041,3607,2436
2163,7666,2668
1943,1888,8239
2332,7886,6013
0927,1227,7631
7653,2161,5095
9247,8580,0683
8593,6983,5961
6351,0354,1803
8300,6835,4993
2522,3853,8540
9166,0256,8028
6774,4947,6687
4212,0894,9846
1201,4980,3731
8138,9421,3502
7066,1055,4810
7239,1005,5911
9688,0246,2926
2979,1911,7604
8229,5776,4278
1174,6332,8302
9446,7985,0560
4624,1411,6751
7289,0831,1008
1495,2716,8764
7037,7953,7223
3379,5941,1762
4465,3578,6485
1902,7434,0669
3894,2146,3538
6235,5507,0126
4624,2758,5527
5513,5493,9724
5622,4076,5163
5615,9760,9513
1618,3104,0337
3763,0537,6576
7382,9676,4764
1954,8691,7223
8679,7208,4272
3997,9319,9603
9570,8311,0177
7931,0864,0776
9885,3493,5480
3991,2239,5095
4281,6990,7940
3115,3012,4336
3532,2399,5423
9657,1765,1764
6864,7647,4363
7624,1155,9245
9715,0061,0289
9354,8246,4190
4987,7195,0763
9257,5419,3601
6094,1386,0213
5300,1373,1553
2172,9303,7734
0078,1993,1628
2061,0304,7664
1475,9160,7494
3186,6693,1835
0711,0119,0493
7236,4855,0048
1731,0251,9044
7043,8680,8792
6482,4963,9088
2607,9639,8126
6754,1274,5310
7237,2889,6347
5274,7811,2674
1910,8015,4280
0563,3994,0506
3472,0002,0854
5107,4855,9353
8774,6005,9061
1593,5675,8781
5902,1061,5954
1924,1404,0401
8863,3448,9234
1323,4683,1346
6412,0277,0939
9067,2393,7497
8089,4505,8132
2042,3926,5357
8394,5776,7782
5567,5954,2521
9006,7855,0078
5809,1591,5169
7911,1062,6826
0985,7186,5408
2526,9087,5030
4626,8821,1691
6219,7827,1497
8178,9369,6361
4917,0630,4706
0627,7378,8724
7527,6030,0631
0532,2062,4019
9285,5806,4308
2067,1155,2293
8852,7674,3325
1233,3887,5684
4647,8902,2489
6355,2121,7631
4285,2827,1464
5449,9147,5165
3195,6480,9591
5437,7543,1006
3151,6491,2571
2725,4611,0762
2871,8978,2289
1040,4996,0209
7166,5942,8176
3501,6276,7610
1214,0695,0852
0941,8443,6583
5696,0102,2740
8242,8732,3857
8603,6888,2268
3383,7797,0775
4226,0842,4169
7990,8346,8304
4885,6671,8627
7047,4996,8967
0503,2868,2222
6143,4050,2798
1627,8002,9280
